topic,item,label,ldavis_number,text,response_dt
t_5,3120,calculus area remove molar time tooth check miss,12,I would like to be able to better remove calculus from the lower anterior teeth. I really liked the trick you showed me with the gauze.,2021-05-27T17:16:16Z
t_11,372,time work appointment efficient exam fast clean speed,1,I would like to get more efficient about doing the intro oral exam and working with my assistant to input this information into the mi dent system. Also I would like to get quicker and more efficient about scaling and moving around the archs.,2021-05-27T17:17:58Z
t_12,2876,caries tooth time lesion confident remove identify stain,14,Be faster at axium and be better at identifying carious lesions clinically.,2021-05-27T17:26:11Z
t_3,125,plan treatment faculty treatment_plan time finding note check,4,"I think that this appointment went smoothly and was done in an efficient amount of time. Next time, Ill wait for faculty clearance before performing the EOE, IOE, OCS.",2021-05-27T17:35:40Z
t_5,339,calculus area remove molar time tooth check miss,12,I would take my time and go over the molars with the hand scalers one more time to get any plaque I may have missed even though the patient had virtually none!,2021-05-27T19:24:29Z
t_12,2134,caries tooth time lesion confident remove identify stain,14,"I would like to get better at detecting caries vs stain. Example: the stain on the mesial of 15 today which I believed was caries, you quickly knew that it was stain. I would like to get better at being able to do this myself.",2021-05-27T19:37:05Z
t_1,1953,patient time appointment today start history faculty exam,3,Next time I would have liked to have had reviewed the patient's history in better detail to have an understanding of the history and progression of the condition of his oral health,2021-05-27T19:52:51Z
t_2,3869,patient tooth treatment option crown discuss pt time,5,"I would like to do a better job of recommending treatment to patients. The patient did not want to have any additional treatment, however I did not really inform the patient of potential consequences to leaving the tooth how it was.",2021-05-27T19:57:19Z
t_10,515,hand time instrument work scale position improve patient,2,"I would like to get better at adapting the cavitron tip. After I used the cavitron, I still ended up having to scale with the hand instruments quite a bit. I hope to get better so that I can be more efficient. I also want to work on my posture because I noticed myself having high elbows a lot during this appointment.",2021-05-27T19:58:22Z
t_3,3626,plan treatment faculty treatment_plan time finding note check,4,If I want to have a test case to be done then I have to fill the form from the begining.,2021-05-27T20:08:00Z
t_7,3115,dr learn today patient appointment great experience work,10,"During this appointment, I worked with a patient who was unhappy with her complete upper and lower dentures that were fabricated about four years ago. This is not a situation I had encountered before, so it was a good learning experience. From this appointment, I learned the importance of consulting prosth and perio faculty when discussing dentures and implants. The patient was initially pretty upset because she was unhappy with her dentures, but the consults with prosth and perio seemed to ease some of her",2021-05-27T20:12:24Z
t_4,2778,restoration composite margin time tooth prep contact make,9,Next time I would watch more Spear Courses and have different ideas on how I should do my composite restorations. Thank you so much for helping me today. This was my first real restoration.,2021-05-27T20:35:21Z
t_1,214,patient time appointment today start history faculty exam,3,Just being more prepared when things dont go exactly how I want them to go! For instance when my patient needs a medical consult or when the procedural steps are a little different than I excepted.,2021-05-27T21:02:20Z
t_5,3365,calculus area remove molar time tooth check miss,12,I would like to be more efficient at removing calculus on the mandible anterior teeth as this was an area of high calculus and I was not able to remove it all. However after speaking with Dr. Padbury I feel more confident next time I am to do it.,2021-05-27T21:10:11Z
t_7,2126,dr learn today patient appointment great experience work,10,Clean any food impaction during initial exam before getting faculty to check (Ill take your advice Dr. Miller),2021-05-27T21:11:04Z
t_11,81,time work appointment efficient exam fast clean speed,1,have better working knowledge of the software and faster prophy/exam time,2021-05-27T21:12:12Z
t_7,2452,dr learn today patient appointment great experience work,10,Thanks for the help today Dr. Green! My patient had pretty good oral hygiene so it was a nice and simple appointment. I did not run into any problems so I dont think I would do anything differently.,2021-05-27T21:18:49Z
t_3,2837,plan treatment faculty treatment_plan time finding note check,4,I would love to have my treatments planned prior to faculty coming over to be more time efficient.,2021-05-27T21:27:06Z
t_11,799,time work appointment efficient exam fast clean speed,1,I would like to be able to complete an exam and prophy in one appointment. Today taking the FMX took up too much time though so I dont think it would have been possible.,2021-05-27T21:31:42Z
